,거래년월일,거래량
1593,2021-01-05,980
1594,2021-01-07,440
1595,2021-01-08,750
1596,2021-01-09,1570
1597,2021-01-11,790
1598,2021-01-12,150
1599,2021-01-13,1190
1600,2021-01-14,590
1601,2021-01-16,450
1602,2021-01-18,280
1603,2021-01-21,1490
1604,2021-01-22,2170
1605,2021-01-23,1910
1606,2021-01-25,680
1607,2021-01-26,575
1608,2021-01-27,3201
1609,2021-01-28,3041
1610,2021-01-29,5370
1611,2021-01-30,5892
1612,2021-02-01,12586
1613,2021-02-02,7498
1614,2021-02-03,17363
1615,2021-02-04,22297
1616,2021-02-05,37123
1617,2021-02-06,38276
1618,2021-02-07,10702
1619,2021-02-08,79568
1620,2021-02-09,60064
1621,2021-02-10,79687
1622,2021-02-11,15761
1623,2021-02-15,32770
1624,2021-02-16,70530
1625,2021-02-17,55776
1626,2021-02-18,44830
1627,2021-02-19,49455
1628,2021-02-20,77175
1629,2021-02-22,94826
1630,2021-02-23,71890
1631,2021-02-24,73007
1632,2021-02-25,77353
1633,2021-02-26,88573
1634,2021-02-27,111693
1635,2021-03-01,83239
1636,2021-03-02,57381
1637,2021-03-03,91070
1638,2021-03-04,72537
1639,2021-03-05,84809
1640,2021-03-06,139765
1641,2021-03-08,131077
1642,2021-03-09,106869
1643,2021-03-10,131224
1644,2021-03-11,158476
1645,2021-03-12,191854
1646,2021-03-13,244050
1647,2021-03-15,198427
1648,2021-03-16,138780
1649,2021-03-17,156470
1650,2021-03-18,138452
1651,2021-03-19,173617
1652,2021-03-20,200606
1653,2021-03-22,211077
1654,2021-03-23,130203
1655,2021-03-24,168536
1656,2021-03-25,169409
1657,2021-03-26,196737
1658,2021-03-27,216506
1659,2021-03-29,263708
1660,2021-03-30,191738
1661,2021-03-31,219125
1662,2021-04-01,214296
1663,2021-04-02,307470
1664,2021-04-03,338147
1665,2021-04-05,432560
1666,2021-04-06,393383
1667,2021-04-07,424738
1668,2021-04-08,412408
1669,2021-04-10,617878
1670,2021-04-12,500199
1671,2021-04-13,414505
1672,2021-04-14,546133
1673,2021-04-15,462490
1674,2021-04-16,453701
1675,2021-04-17,540587
1676,2021-04-19,527539
1677,2021-04-20,451521
1678,2021-04-21,528751
1679,2021-04-22,498152
1680,2021-04-24,446618
1681,2021-04-26,629014
1682,2021-04-27,517158
1683,2021-04-28,595278
1684,2021-04-29,434128
1685,2021-04-30,511073
1686,2021-05-01,589946
1687,2021-05-03,734399
1688,2021-05-04,581884
1689,2021-05-05,818623
1690,2021-05-06,945154
1691,2021-05-07,945114
1692,2021-05-08,765104
1693,2021-05-10,1150245
1694,2021-05-11,904116
1695,2021-05-12,976133
1696,2021-05-13,973853
1697,2021-05-14,1058567
1698,2021-05-15,1058419
1699,2021-05-17,1067374
1700,2021-05-18,1101748
1701,2021-05-19,861026
1702,2021-05-20,771811
1703,2021-05-22,754597
1704,2021-05-24,906896
1705,2021-05-25,745087
1706,2021-05-26,911210
1707,2021-05-27,821887
1708,2021-05-28,904583
1709,2021-05-29,920257
1710,2021-05-31,797083
1711,2021-06-01,836996
1712,2021-06-02,768008
1713,2021-06-03,790087
1714,2021-06-04,855904
1715,2021-06-05,875594
1716,2021-06-07,692873
1717,2021-06-08,453462
1718,2021-06-09,469294
1719,2021-06-10,453268
1720,2021-06-11,523458
1721,2021-06-12,582697
1722,2021-06-14,476056
1723,2021-06-15,342567
1724,2021-06-16,368312
1725,2021-06-17,366173
1726,2021-06-18,397714
1727,2021-06-19,410625
1728,2021-06-21,381492
1729,2021-06-22,397427
1730,2021-06-23,631454
1731,2021-06-24,612188
1732,2021-06-25,545853
1733,2021-06-26,442835
1734,2021-06-28,704542
1735,2021-06-29,607620
1736,2021-06-30,679399
1737,2021-07-01,681448
1738,2021-07-02,705282
1739,2021-07-03,471700
1740,2021-07-05,663460
1741,2021-07-06,622081
1742,2021-07-08,512699
1743,2021-07-09,461683
1744,2021-07-10,402207
1745,2021-07-12,678880
1746,2021-07-13,533495
1747,2021-07-14,499021
1748,2021-07-17,528430
1749,2021-07-19,432495
1750,2021-07-23,232245
1751,2021-07-24,219220
1752,2021-07-26,334845
1753,2021-07-27,243625
1754,2021-07-28,225505
1755,2021-07-30,198705
1756,2021-07-31,118985
1757,2021-08-02,175735
1758,2021-08-03,160540
1759,2021-08-05,139732
1760,2021-08-06,114183
1761,2021-08-07,21650
1762,2021-08-09,144970
1763,2021-08-11,106385
1764,2021-08-12,105948
1765,2021-08-13,95610
1766,2021-08-14,115004
1767,2021-08-17,150825
1768,2021-08-18,117303
1769,2021-08-20,141818
1770,2021-08-21,107038
1771,2021-08-24,96130
1772,2021-08-25,79661
1773,2021-08-27,89698
1774,2021-08-28,56610
1775,2021-09-01,51320
1776,2021-09-02,46360
1777,2021-09-04,38510
1778,2021-09-06,43585
1779,2021-09-09,32215
1780,2021-09-10,34653
1781,2021-09-11,23040
1782,2021-09-13,49365
1783,2021-09-14,31450
1784,2021-09-15,44250
1785,2021-09-16,57154
1786,2021-09-17,72347
1787,2021-09-18,37049
1788,2021-09-19,1400
1789,2021-09-24,37221
1790,2021-09-25,24300
1791,2021-09-27,28885
1792,2021-09-28,13774
1793,2021-09-29,11980
1794,2021-09-30,8230
1795,2021-10-01,18420
1796,2021-10-02,16115
1797,2021-10-04,10665
1798,2021-10-05,4490
1799,2021-10-06,7650
1800,2021-10-07,11570
1801,2021-10-08,15330
1802,2021-10-09,7840
1803,2021-10-11,8840
1804,2021-10-12,2570
1805,2021-10-13,10165
1806,2021-10-14,6020
1807,2021-10-15,7970
1808,2021-10-16,3290
1809,2021-10-18,5340
1810,2021-10-19,2000
1811,2021-10-20,1860
1812,2021-10-21,3000
1813,2021-10-22,2950
1814,2021-10-23,700
1815,2021-10-25,3115
1816,2021-10-26,1160
1817,2021-10-27,1870
1818,2021-10-29,1240
1819,2021-11-01,530
1820,2021-11-03,440
1821,2021-11-04,2140
1822,2021-11-05,1470
1823,2021-11-06,730
1824,2021-11-12,150
1825,2021-11-13,1100
1826,2021-11-18,100
1827,2021-11-20,370
1828,2021-11-24,160
1829,2021-11-25,190
1830,2021-11-27,340
1831,2021-12-07,905
1832,2021-12-08,410
1833,2021-12-09,680
1834,2021-12-10,370
1835,2021-12-11,355
1836,2021-12-13,10
1837,2021-12-15,790
1838,2021-12-16,1020
1839,2021-12-17,385
1840,2021-12-18,1130
1841,2021-12-20,1050
1842,2021-12-21,70
1843,2021-12-22,1080
1844,2021-12-24,1040
1845,2021-12-28,930
1846,2021-12-29,150
1847,2021-12-30,550
1848,2022-01-03,210
1849,2022-01-05,1680
1850,2022-01-06,1430
1851,2022-01-07,1260
1852,2022-01-08,1450
1853,2022-01-10,990
1854,2022-01-12,520
1855,2022-01-13,310
1856,2022-01-14,2330
1857,2022-01-15,2243
1858,2022-01-17,1390
1859,2022-01-18,700
1860,2022-01-19,5760
1861,2022-01-20,7911
1862,2022-01-21,7672
1863,2022-01-22,4780
1864,2022-01-24,17030
1865,2022-01-25,15037
1866,2022-01-26,12806
1867,2022-01-27,21591
1868,2022-01-28,10338
1869,2022-01-29,15150
1870,2022-01-30,4489
1871,2022-01-31,350
1872,2022-02-04,8726
1873,2022-02-05,12352
1874,2022-02-07,12158
1875,2022-02-08,12355
1876,2022-02-09,14435
1877,2022-02-10,15025
1878,2022-02-11,24299
1879,2022-02-12,50000
1880,2022-02-14,48248
1881,2022-02-15,34407
1882,2022-02-16,51263
1883,2022-02-17,54089
1884,2022-02-18,50342
1885,2022-02-19,73607
1886,2022-02-21,101266
1887,2022-02-22,51090
1888,2022-02-23,96211
1889,2022-02-24,88072
1890,2022-02-26,174749
1891,2022-02-28,146160
1892,2022-03-01,121463
1893,2022-03-02,239096
1894,2022-03-03,213210
1895,2022-03-04,231146
1896,2022-03-05,245772
1897,2022-03-07,250711
1898,2022-03-08,161737
1899,2022-03-09,247061
1900,2022-03-10,234552
1901,2022-03-11,264553
1902,2022-03-12,274513
1903,2022-03-14,236345
1904,2022-03-15,178512
1905,2022-03-16,199019
1906,2022-03-17,145357
1907,2022-03-18,190017
1908,2022-03-19,251075
1909,2022-03-21,167666
1910,2022-03-22,120407
1911,2022-03-23,146249
1912,2022-03-24,198760
1913,2022-03-25,232448
1914,2022-03-26,246371
1915,2022-03-28,211694
1916,2022-03-29,151047
1917,2022-03-30,202198
1918,2022-03-31,199714
1919,2022-04-01,248079
1920,2022-04-02,293396
1921,2022-04-04,248933
1922,2022-04-05,231648
1923,2022-04-06,257801
1924,2022-04-07,300957
1925,2022-04-08,302457
1926,2022-04-09,367501
1927,2022-04-11,322512
1928,2022-04-12,230241
1929,2022-04-13,282879
1930,2022-04-14,258756
1931,2022-04-15,380209
1932,2022-04-16,376307
1933,2022-04-18,269392
1934,2022-04-19,262450
1935,2022-04-20,361692
1936,2022-04-21,440807
1937,2022-04-22,556073
1938,2022-04-23,726203
1939,2022-04-25,552622
1940,2022-04-26,521239
1941,2022-04-27,595775
1942,2022-04-28,553854
1943,2022-04-29,694702
1944,2022-04-30,791989
1945,2022-05-02,718187
1946,2022-05-03,526808
1947,2022-05-04,805841
1948,2022-05-05,801496
1949,2022-05-06,925908
1950,2022-05-07,1009213
1951,2022-05-09,663360
1952,2022-05-10,703685
1953,2022-05-11,1174062
1954,2022-05-12,944138
1955,2022-05-13,986731
1956,2022-05-14,1029587
1957,2022-05-16,785067
1958,2022-05-17,652636
1959,2022-05-19,886397
1960,2022-05-20,1047130
1961,2022-05-21,1053588
1962,2022-05-24,860390
1963,2022-05-25,1049112
1964,2022-05-26,1120936
1965,2022-05-27,1094356
1966,2022-05-28,1212597
1967,2022-05-30,914287
1968,2022-05-31,668374
1969,2022-06-01,848663
1970,2022-06-02,969272
1971,2022-06-03,888897
1972,2022-06-04,960355
1973,2022-06-06,652052
1974,2022-06-07,642440
1975,2022-06-08,660461
1976,2022-06-09,768305
1977,2022-06-10,755495
1978,2022-06-11,791877
1979,2022-06-13,688219
1980,2022-06-14,622337
1981,2022-06-15,859266
1982,2022-06-16,904149
1983,2022-06-17,887915
1984,2022-06-18,886073
1985,2022-06-20,736461
1986,2022-06-21,559577
1987,2022-06-22,529785
1988,2022-06-23,508590
1989,2022-06-24,733764
1990,2022-06-25,712940
1991,2022-06-27,604670
1992,2022-06-28,468818
1993,2022-06-29,557600
1994,2022-06-30,578378
1995,2022-07-01,647538
1996,2022-07-02,618075
1997,2022-07-04,467900
1998,2022-07-05,388215
1999,2022-07-06,476790
2000,2022-07-07,457430
2001,2022-07-08,511295
2002,2022-07-09,470165
2003,2022-07-11,294870
2004,2022-07-12,268954
2005,2022-07-13,241458
2006,2022-07-14,313787
2007,2022-07-15,313525
2008,2022-07-16,257255
2009,2022-07-18,118041
2010,2022-07-20,149623
2011,2022-07-21,131387
2012,2022-07-22,175557
2013,2022-07-23,214170
2014,2022-07-25,135314
2015,2022-07-26,126325
2016,2022-07-27,130911
2017,2022-07-28,151075
2018,2022-07-29,137608
2019,2022-07-30,161772
2020,2022-08-01,73910
2021,2022-08-02,102520
2022,2022-08-03,95475
2023,2022-08-04,112889
2024,2022-08-05,107775
2025,2022-08-06,31550
2026,2022-08-08,146190
2027,2022-08-09,122930
2028,2022-08-10,94400
2029,2022-08-11,68625
2030,2022-08-12,92910
2031,2022-08-13,69786
2032,2022-08-15,56297
2033,2022-08-16,41515
2034,2022-08-17,27993
2035,2022-08-18,39595
2036,2022-08-19,72998
2037,2022-08-20,26155
2038,2022-08-22,35370
2039,2022-08-23,18815
2040,2022-08-24,23101
2041,2022-08-25,16305
2042,2022-08-26,41258
2043,2022-08-27,33283
2044,2022-08-29,13520
2045,2022-08-30,10186
2046,2022-08-31,17650
2047,2022-09-01,14597
2048,2022-09-02,11281
2049,2022-09-03,10608
2050,2022-09-05,14673
2051,2022-09-06,7344
2052,2022-09-07,16179
2053,2022-09-08,27119
2054,2022-09-09,3770
2055,2022-09-13,4790
2056,2022-09-14,15680
2057,2022-09-15,16540
2058,2022-09-16,14170
2059,2022-09-17,18490
2060,2022-09-19,9230
2061,2022-09-20,13850
2062,2022-09-21,10260
2063,2022-09-22,13745
2064,2022-09-23,11940
2065,2022-09-24,14050
2066,2022-09-26,5216
2067,2022-09-27,8340
2068,2022-09-28,15735
2069,2022-09-29,17090
2070,2022-09-30,10290
2071,2022-10-01,12865
2072,2022-10-03,5470
2073,2022-10-04,3990
2074,2022-10-05,7970
2075,2022-10-06,8590
2076,2022-10-07,4500
2077,2022-10-08,6150
2078,2022-10-10,1020
2079,2022-10-11,4710
2080,2022-10-12,2160
2081,2022-10-13,2975
2082,2022-10-14,2015
2083,2022-10-15,3620
2084,2022-10-17,790
2085,2022-10-18,2370
2086,2022-10-19,1140
2087,2022-10-20,660
2088,2022-10-21,1820
2089,2022-10-22,670
2090,2022-10-24,1090
2091,2022-10-25,1050
2092,2022-10-26,550
2093,2022-10-27,690
2094,2022-10-28,1160
2095,2022-10-29,1560
2096,2022-10-31,450
2097,2022-11-01,1030
2098,2022-11-02,320
2099,2022-11-03,310
2100,2022-11-07,420
2101,2022-11-08,530
2102,2022-11-10,610
2103,2022-11-16,980
2104,2022-11-17,1170
2105,2022-11-18,730
2106,2022-11-19,1770
2107,2022-11-23,1350
2108,2022-11-24,390
2109,2022-11-25,670
2110,2022-11-26,1340
2111,2022-11-30,345
2112,2022-12-01,1330
2113,2022-12-02,72
2114,2022-12-03,260
2115,2022-12-07,270
2116,2022-12-08,24
2117,2022-12-09,24
2118,2022-12-10,180
2119,2022-12-14,804
2120,2022-12-15,694
2121,2022-12-16,430
2122,2022-12-19,868
2123,2022-12-20,110
2124,2022-12-21,1170
2125,2022-12-22,70
2126,2022-12-23,340
2127,2022-12-24,840
2128,2022-12-26,720
2129,2022-12-28,130
2130,2022-12-29,340
2131,2022-12-30,670
2132,2022-12-31,1855
