거래년월일,거래량
2020-10-17,9960
2020-10-19,410
2020-10-20,680
2020-10-21,790
2020-10-22,1220
2020-10-23,2780
2020-10-24,4030
2020-10-26,290
2020-10-27,70
2020-10-28,2680
2020-10-30,1150
2020-10-31,2470
2020-11-02,370
2020-11-03,565
2020-11-06,290
2020-11-07,520
2020-11-09,460
2020-11-11,1670
2020-11-12,1320
2020-11-13,990
2020-11-14,1550
2020-11-18,1620
2020-11-21,2220
2020-11-23,455
2020-11-25,1075
2020-11-26,830
2020-11-27,2495
2020-11-28,500
2020-12-02,2040
2020-12-03,2155
2020-12-04,3875
2020-12-05,978
2020-12-07,200
2020-12-09,470
2020-12-11,570
2020-12-12,1280
2020-12-15,120
2020-12-16,1220
2020-12-17,1720
2020-12-18,650
2020-12-19,1570
2020-12-21,200
2020-12-22,980
2020-12-23,2100
2020-12-24,870
2020-12-25,1850
2020-12-26,860
2020-12-29,1610
2020-12-31,420
2021-01-05,920
2021-01-07,440
2021-01-09,780
2021-01-11,790
2021-01-12,150
2021-01-13,690
2021-01-16,450
2021-01-18,280
2021-01-21,470
2021-01-22,660
2021-01-23,900
2021-01-26,535
2021-01-27,1455
2021-01-28,885
2021-01-29,1440
2021-01-30,3000
2021-02-01,890
2021-02-02,3150
2021-02-03,5183
2021-02-04,6123
2021-02-05,11179
2021-02-06,14525
2021-02-08,21587
2021-02-09,34945
2021-02-10,31560
2021-02-11,11415
2021-02-15,30515
2021-02-16,54355
2021-02-17,46197
2021-02-18,38620
2021-02-19,42445
2021-02-20,63545
2021-02-22,76325
2021-02-23,56063
2021-02-24,60998
2021-02-25,54930
2021-02-26,74983
2021-02-27,85430
2021-03-01,64700
2021-03-02,38030
2021-03-03,65960
2021-03-04,46329
2021-03-05,61399
2021-03-06,90980
2021-03-08,85112
2021-03-09,57642
2021-03-10,91789
2021-03-11,110015
2021-03-12,143214
2021-03-13,169003
2021-03-15,122813
2021-03-16,86017
2021-03-17,96308
2021-03-18,89810
2021-03-19,107869
2021-03-20,124911
2021-03-22,112592
2021-03-23,60545
2021-03-24,99674
2021-03-25,100109
2021-03-26,121788
2021-03-27,134087
2021-03-29,138833
2021-03-30,98629
2021-03-31,134035
2021-04-01,119165
2021-04-02,200561
2021-04-03,216658
2021-04-05,260350
2021-04-06,227301
2021-04-07,298423
2021-04-08,281753
2021-04-10,425244
2021-04-12,296189
2021-04-13,268215
2021-04-14,360381
2021-04-15,309690
2021-04-16,312266
2021-04-17,359807
2021-04-19,294981
2021-04-20,258604
2021-04-21,352797
2021-04-22,335886
2021-04-24,266310
2021-04-26,395437
2021-04-27,325264
2021-04-28,407700
2021-04-29,284370
2021-04-30,355047
2021-05-01,407666
2021-05-03,459536
2021-05-04,342979
2021-05-05,591495
2021-05-06,679896
2021-05-07,693100
2021-05-08,489620
2021-05-10,744890
2021-05-11,590220
2021-05-12,642339
2021-05-13,651272
2021-05-14,722309
2021-05-15,753898
2021-05-17,613541
2021-05-18,647319
2021-05-19,491732
2021-05-20,444515
2021-05-22,411095
2021-05-24,500724
2021-05-25,409511
2021-05-26,560552
2021-05-27,523655
2021-05-28,591819
2021-05-29,609836
2021-05-31,445663
2021-06-01,523380
2021-06-02,437258
2021-06-03,501048
2021-06-04,567719
2021-06-05,573680
2021-06-07,431660
2021-06-08,262454
2021-06-09,267890
2021-06-10,293883
2021-06-11,349672
2021-06-12,401780
2021-06-14,294240
2021-06-15,204990
2021-06-16,240615
2021-06-17,250926
2021-06-18,285655
2021-06-19,288600
2021-06-21,230700
2021-06-22,255735
2021-06-23,442391
2021-06-24,474443
2021-06-25,404075
2021-06-26,363720
2021-06-28,562220
2021-06-29,478045
2021-06-30,508914
2021-07-01,523968
2021-07-02,513227
2021-07-03,410180
2021-07-05,471127
2021-07-06,446236
2021-07-08,390894
2021-07-09,348780
2021-07-10,358410
2021-07-12,500605
2021-07-13,329210
2021-07-14,305699
2021-07-17,371735
2021-07-19,238585
2021-07-23,151640
2021-07-24,183980
2021-07-26,219440
2021-07-27,165645
2021-07-28,143045
2021-07-30,126180
2021-07-31,88005
2021-08-02,99360
2021-08-03,91135
2021-08-05,77650
2021-08-06,68380
2021-08-07,13030
2021-08-09,75020
2021-08-11,47155
2021-08-12,47925
2021-08-13,50855
2021-08-14,87085
2021-08-17,89465
2021-08-18,57685
2021-08-20,82475
2021-08-21,85165
2021-08-24,62850
2021-08-25,50145
2021-08-27,51515
2021-08-28,43880
2021-09-01,29510
2021-09-02,30180
2021-09-04,24350
2021-09-06,24050
2021-09-09,18795
2021-09-10,15288
2021-09-11,16600
2021-09-13,23820
2021-09-14,22050
2021-09-15,14550
2021-09-16,28703
2021-09-17,38418
2021-09-18,16580
2021-09-19,610
2021-09-24,9955
2021-09-25,6430
2021-09-27,1330
2021-09-28,4880
2021-09-29,2030
2021-09-30,2410
2021-10-01,4020
2021-10-02,8440
2021-10-04,1980
2021-10-05,430
2021-10-06,2360
2021-10-07,3060
2021-10-08,4100
2021-10-09,3220
2021-10-11,1930
2021-10-12,530
2021-10-13,1475
2021-10-14,1700
2021-10-15,730
2021-10-16,2290
2021-10-19,450
2021-10-21,1960
2021-10-23,70
2021-10-25,500
2021-10-26,680
2021-10-27,310
2021-10-29,1070
2021-11-03,440
2021-11-05,1470
2021-11-13,500
2021-11-20,370
2021-11-27,340
2021-12-07,905
2021-12-08,410
2021-12-09,680
2021-12-10,370
2021-12-11,355
2021-12-15,790
2021-12-16,1020
2021-12-17,385
2021-12-18,1130
2021-12-20,1050
2021-12-22,1080
2021-12-24,1040
2021-12-28,820
2021-12-29,150
2021-12-30,550
2022-01-07,150
2022-01-08,490
2022-01-13,310
2022-01-14,300
2022-01-15,730
2022-01-19,380
2022-01-21,670
2022-01-24,925
2022-01-26,765
2022-01-27,186
2022-01-28,593
2022-01-29,2108
2022-01-31,130
2022-02-04,6590
2022-02-05,8730
2022-02-07,9705
2022-02-08,10015
2022-02-09,12545
2022-02-10,10940
2022-02-11,20970
2022-02-12,42889
2022-02-14,39492
2022-02-15,24231
2022-02-16,45115
2022-02-17,46319
2022-02-18,42360
2022-02-19,58749
2022-02-21,79281
2022-02-22,34826
2022-02-23,74751
2022-02-24,69717
2022-02-26,138224
2022-02-28,104763
2022-03-01,87985
2022-03-02,196870
2022-03-03,167292
2022-03-04,177766
2022-03-05,189517
2022-03-07,174002
2022-03-08,112580
2022-03-09,182531
2022-03-10,174267
2022-03-11,193155
2022-03-12,204574
2022-03-14,156040
2022-03-15,97307
2022-03-16,128239
2022-03-17,90454
2022-03-18,133651
2022-03-19,170877
2022-03-21,91335
2022-03-22,58658
2022-03-23,92859
2022-03-24,125041
2022-03-25,146120
2022-03-26,164669
2022-03-28,100245
2022-03-29,63870
2022-03-30,116973
2022-03-31,125319
2022-04-01,147608
2022-04-02,173646
2022-04-04,116359
2022-04-05,118525
2022-04-06,153115
2022-04-07,196687
2022-04-08,204114
2022-04-09,246101
2022-04-11,195090
2022-04-12,144731
2022-04-13,190840
2022-04-14,167829
2022-04-15,271026
2022-04-16,270685
2022-04-18,161479
2022-04-19,168340
2022-04-20,275635
2022-04-21,341753
2022-04-22,447665
2022-04-23,556022
2022-04-25,385023
2022-04-26,375297
2022-04-27,454233
2022-04-28,393164
2022-04-29,551303
2022-04-30,616062
2022-05-02,488876
2022-05-03,347972
2022-05-04,600904
2022-05-05,606759
2022-05-06,695889
2022-05-07,772260
2022-05-09,443015
2022-05-10,463595
2022-05-11,924164
2022-05-12,693979
2022-05-13,720398
2022-05-14,762747
2022-05-16,503103
2022-05-17,389953
2022-05-19,633336
2022-05-20,733537
2022-05-21,748715
2022-05-24,553160
2022-05-25,733804
2022-05-26,803256
2022-05-27,801653
2022-05-28,882032
2022-05-30,571683
2022-05-31,397191
2022-06-01,572796
2022-06-02,669469
2022-06-03,667170
2022-06-04,678869
2022-06-06,396420
2022-06-07,384257
2022-06-08,443012
2022-06-09,571145
2022-06-10,571515
2022-06-11,567200
2022-06-13,433968
2022-06-14,388985
2022-06-15,630164
2022-06-16,697161
2022-06-17,656280
2022-06-18,664509
2022-06-20,477495
2022-06-21,379944
2022-06-22,356374
2022-06-23,310725
2022-06-24,550005
2022-06-25,551080
2022-06-27,372140
2022-06-28,312220
2022-06-29,380090
2022-06-30,419063
2022-07-01,490585
2022-07-02,453145
2022-07-04,302940
2022-07-05,263550
2022-07-06,323125
2022-07-07,307975
2022-07-08,351790
2022-07-09,327000
2022-07-11,169965
2022-07-12,186848
2022-07-13,151507
2022-07-14,217525
2022-07-15,202555
2022-07-16,179805
2022-07-18,66255
2022-07-20,93130
2022-07-21,78965
2022-07-22,103930
2022-07-23,130105
2022-07-25,64375
2022-07-26,59450
2022-07-27,61552
2022-07-28,96035
2022-07-29,74838
2022-07-30,90400
2022-08-01,21470
2022-08-02,46105
2022-08-03,41915
2022-08-04,50960
2022-08-05,58885
2022-08-06,9020
2022-08-08,71285
2022-08-09,61860
2022-08-10,39075
2022-08-11,20500
2022-08-12,33790
2022-08-13,21895
2022-08-15,9005
2022-08-16,9795
2022-08-17,3870
2022-08-18,10890
2022-08-19,30075
2022-08-20,6765
2022-08-22,4640
2022-08-23,3150
2022-08-24,3375
2022-08-25,2885
2022-08-26,15730
2022-08-27,16505
2022-08-29,2680
2022-08-30,1240
2022-08-31,5310
2022-09-01,5650
2022-09-02,4330
2022-09-03,3515
2022-09-05,5385
2022-09-06,2282
2022-09-07,7476
2022-09-08,15052
2022-09-09,3290
2022-09-13,1390
2022-09-14,7600
2022-09-15,9130
2022-09-16,7250
2022-09-17,13120
2022-09-19,1060
2022-09-20,7090
2022-09-21,3090
2022-09-22,8165
2022-09-23,5960
2022-09-24,8780
2022-09-26,750
2022-09-27,1910
2022-09-28,6685
2022-09-29,12920
2022-09-30,4060
2022-10-01,9135
2022-10-03,370
2022-10-04,460
2022-10-05,3210
2022-10-06,3830
2022-10-07,920
2022-10-08,2540
2022-10-10,80
2022-10-11,2610
2022-10-12,750
2022-10-13,1665
2022-10-14,915
2022-10-15,2240
2022-10-18,590
2022-10-21,580
2022-10-22,670
2022-10-24,80
2022-10-27,350
2022-10-28,740
2022-10-29,930
2022-11-01,530
2022-11-16,860
2022-11-17,1170
2022-11-18,730
2022-11-19,1770
2022-11-23,1350
2022-11-24,390
2022-11-25,670
2022-11-26,1340
2022-11-30,345
2022-12-01,1330
2022-12-02,72
2022-12-03,260
2022-12-07,270
2022-12-08,24
2022-12-09,24
2022-12-10,180
2022-12-14,804
2022-12-15,694
2022-12-16,430
2022-12-19,868
2022-12-20,10
2022-12-21,850
2022-12-23,40
2022-12-24,840
2022-12-26,720
2022-12-28,130
2022-12-29,340
2022-12-31,935
